,obs_start_dt,release_dt,value
490,2012-11-01,2012-12-14,95.3215
491,2012-12-01,2013-01-16,96.426
492,2013-01-01,2013-02-15,96.8555
493,2013-02-01,2013-03-15,97.9553
494,2013-03-01,2013-04-16,97.1062
495,2013-04-01,2013-05-15,96.5793
496,2013-05-01,2013-06-14,96.7771
497,2013-06-01,2013-07-16,97.153
498,2013-07-01,2013-08-15,96.7882
499,2013-08-01,2013-09-16,97.3658
500,2013-09-01,2013-10-28,97.4416
501,2013-10-01,2013-11-15,97.7525
502,2013-11-01,2013-12-16,98.6713
503,2013-12-01,2014-01-17,99.2942
504,2014-01-01,2014-02-14,97.9712
505,2014-02-01,2014-03-17,98.717
506,2014-03-01,2014-04-16,100.2661
507,2014-04-01,2014-05-15,100.1851
508,2014-05-01,2014-06-16,101.1543
509,2014-06-01,2014-07-16,101.3206
510,2014-07-01,2014-08-15,102.4843
511,2014-08-01,2014-09-15,101.9755
512,2014-09-01,2014-10-16,102.2986
513,2014-10-01,2014-11-17,102.4062
514,2014-11-01,2014-12-15,104.1011
515,2014-12-01,2015-01-16,104.4346
516,2015-01-01,2015-02-18,104.1383
517,2015-02-01,2015-03-16,103.2394
518,2015-03-01,2015-04-15,103.1472
519,2015-04-01,2015-05-15,103.3343
520,2015-05-01,2015-06-15,103.225
521,2015-06-01,2015-07-15,103.6794
522,2015-07-01,2015-08-14,106.5501
523,2015-08-01,2015-09-15,106.1016
524,2015-09-01,2015-10-16,106.3289
525,2015-10-01,2015-11-17,107.0184
526,2015-11-01,2015-12-16,107.0111
527,2015-12-01,2016-01-15,106.7218
528,2016-01-01,2016-02-17,106.9787
529,2016-02-01,2016-03-16,107.1991
530,2016-03-01,2016-04-15,103.7341
531,2016-04-01,2016-05-17,104.0096
532,2016-05-01,2016-06-15,103.4692
533,2016-06-01,2016-07-15,103.9134
534,2016-07-01,2016-08-16,104.3943
535,2016-08-01,2016-09-15,103.6691
536,2016-09-01,2016-10-17,103.8435
537,2016-10-01,2016-11-16,103.9748
538,2016-11-01,2016-12-14,104.0362
539,2016-12-01,2017-01-18,104.0352
540,2017-01-01,2017-02-15,104.6373
541,2017-02-01,2017-03-17,105.4229
542,2017-03-01,2017-04-18,103.6865
543,2017-04-01,2017-05-16,104.6176
544,2017-05-01,2017-06-15,104.1702
545,2017-06-01,2017-07-14,104.1308
546,2017-07-01,2017-08-17,104.1579
547,2017-08-01,2017-09-15,104.1224
548,2017-09-01,2017-10-17,103.8755
549,2017-10-01,2017-11-16,105.718
550,2017-11-01,2017-12-15,105.915
551,2017-12-01,2018-01-17,106.0538
552,2018-01-01,2018-02-15,105.8657
553,2018-02-01,2018-03-16,106.8775
